No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
26.00000000,2013.08333330,29.30000000,1487.86800000,2.00000000,24.97542000,121.51726000,27.00000000
27.00000000,2012.66666670,3.10000000,383.86240000,5.00000000,24.98085000,121.54391000,56.20000000
28.00000000,2013.25000000,10.40000000,276.44900000,5.00000000,24.95593000,121.53913000,33.60000000
29.00000000,2013.50000000,19.20000000,557.47800000,4.00000000,24.97419000,121.53797000,47.00000000
30.00000000,2013.08333330,7.10000000,451.24380000,5.00000000,24.97563000,121.54694000,57.10000000
31.00000000,2013.50000000,25.90000000,4519.69000000,0.00000000,24.94826000,121.49587000,22.10000000
32.00000000,2012.75000000,29.60000000,769.40340000,7.00000000,24.98281000,121.53408000,25.00000000
33.00000000,2012.75000000,37.90000000,488.57270000,1.00000000,24.97349000,121.53451000,34.20000000
34.00000000,2013.25000000,16.50000000,323.65500000,6.00000000,24.97841000,121.54281000,49.30000000
35.00000000,2012.75000000,15.40000000,205.36700000,7.00000000,24.98419000,121.54243000,55.10000000
36.00000000,2013.50000000,13.90000000,4079.41800000,0.00000000,25.01459000,121.51816000,27.30000000
37.00000000,2012.91666670,14.70000000,1935.00900000,2.00000000,24.96386000,121.51458000,22.90000000
38.00000000,2013.16666670,12.00000000,1360.13900000,1.00000000,24.95204000,121.54842000,25.30000000
39.00000000,2012.66666670,3.10000000,577.96150000,6.00000000,24.97201000,121.54722000,47.70000000
40.00000000,2013.16666670,16.20000000,289.32480000,5.00000000,24.98203000,121.54348000,46.20000000
41.00000000,2013.00000000,13.60000000,4082.01500000,0.00000000,24.94155000,121.50381000,15.90000000
42.00000000,2013.50000000,16.80000000,4066.58700000,0.00000000,24.94297000,121.50342000,18.20000000
43.00000000,2013.41666670,36.10000000,519.46170000,5.00000000,24.96305000,121.53758000,34.70000000
44.00000000,2012.75000000,34.40000000,512.78710000,6.00000000,24.98748000,121.54301000,34.10000000
45.00000000,2013.58333330,2.70000000,533.47620000,4.00000000,24.97445000,121.54765000,53.90000000
46.00000000,2013.08333330,36.60000000,488.81930000,8.00000000,24.97015000,121.54494000,38.30000000
47.00000000,2013.41666670,21.70000000,463.96230000,9.00000000,24.97030000,121.54458000,42.00000000
48.00000000,2013.58333330,35.90000000,640.73910000,3.00000000,24.97563000,121.53715000,61.50000000
49.00000000,2013.41666670,24.20000000,4605.74900000,0.00000000,24.94684000,121.49578000,13.40000000
50.00000000,2012.66666670,29.40000000,4510.35900000,1.00000000,24.94925000,121.49542000,13.20000000
51.00000000,2013.41666670,21.70000000,512.54870000,4.00000000,24.97400000,121.53842000,44.20000000
52.00000000,2013.08333330,31.30000000,1758.40600000,1.00000000,24.95402000,121.55282000,20.70000000
53.00000000,2013.58333330,32.10000000,1438.57900000,3.00000000,24.97419000,121.51750000,27.00000000
54.00000000,2013.08333330,13.30000000,492.23130000,5.00000000,24.96515000,121.53737000,38.90000000
55.00000000,2013.08333330,16.10000000,289.32480000,5.00000000,24.98203000,121.54348000,51.70000000
56.00000000,2012.83333330,31.70000000,1160.63200000,0.00000000,24.94968000,121.53009000,13.70000000
57.00000000,2013.41666670,33.60000000,371.24950000,8.00000000,24.97254000,121.54059000,41.90000000
58.00000000,2012.91666670,3.50000000,56.47425000,7.00000000,24.95744000,121.53711000,53.50000000
59.00000000,2013.50000000,30.30000000,4510.35900000,1.00000000,24.94925000,121.49542000,22.60000000
60.00000000,2013.08333330,13.30000000,336.05320000,5.00000000,24.95776000,121.53438000,42.40000000
61.00000000,2013.41666670,11.00000000,1931.20700000,2.00000000,24.96365000,121.51471000,21.30000000
62.00000000,2013.50000000,5.30000000,259.66070000,6.00000000,24.97585000,121.54516000,63.20000000
63.00000000,2012.91666670,17.20000000,2175.87700000,3.00000000,24.96303000,121.51254000,27.70000000
64.00000000,2013.58333330,2.60000000,533.47620000,4.00000000,24.97445000,121.54765000,55.00000000
65.00000000,2013.33333330,17.50000000,995.75540000,0.00000000,24.96305000,121.54915000,25.30000000
66.00000000,2013.41666670,40.10000000,123.74290000,8.00000000,24.97635000,121.54329000,44.30000000
67.00000000,2013.00000000,1.00000000,193.58450000,6.00000000,24.96571000,121.54089000,50.70000000
68.00000000,2013.50000000,8.50000000,104.81010000,5.00000000,24.96674000,121.54067000,56.80000000
69.00000000,2013.41666670,30.40000000,464.22300000,6.00000000,24.97964000,121.53805000,36.20000000
70.00000000,2012.83333330,12.50000000,561.98450000,5.00000000,24.98746000,121.54391000,42.00000000
71.00000000,2013.58333330,6.60000000,90.45606000,9.00000000,24.97433000,121.54310000,59.00000000
72.00000000,2013.08333330,35.50000000,640.73910000,3.00000000,24.97563000,121.53715000,40.80000000
73.00000000,2013.58333330,32.50000000,424.54420000,8.00000000,24.97587000,121.53913000,36.30000000
74.00000000,2013.16666670,13.80000000,4082.01500000,0.00000000,24.94155000,121.50381000,20.00000000
75.00000000,2012.91666670,6.80000000,379.55750000,10.00000000,24.98343000,121.53762000,54.40000000
76.00000000,2013.50000000,12.30000000,1360.13900000,1.00000000,24.95204000,121.54842000,29.50000000
77.00000000,2013.58333330,35.90000000,616.40040000,3.00000000,24.97723000,121.53767000,36.80000000
78.00000000,2012.83333330,20.50000000,2185.12800000,3.00000000,24.96322000,121.51237000,25.60000000
79.00000000,2012.91666670,38.20000000,552.43710000,2.00000000,24.97598000,121.53381000,29.80000000
80.00000000,2013.00000000,18.00000000,1414.83700000,1.00000000,24.95182000,121.54887000,26.50000000
81.00000000,2013.50000000,11.80000000,533.47620000,4.00000000,24.97445000,121.54765000,40.30000000
82.00000000,2013.00000000,30.80000000,377.79560000,6.00000000,24.96427000,121.53964000,36.80000000
83.00000000,2013.08333330,13.20000000,150.93470000,7.00000000,24.96725000,121.54252000,48.10000000
84.00000000,2012.91666670,25.30000000,2707.39200000,3.00000000,24.96056000,121.50831000,17.70000000
85.00000000,2013.08333330,15.10000000,383.28050000,7.00000000,24.96735000,121.54464000,43.70000000
86.00000000,2012.75000000,0.00000000,338.96790000,9.00000000,24.96853000,121.54413000,50.80000000
87.00000000,2012.83333330,1.80000000,1455.79800000,1.00000000,24.95120000,121.54900000,27.00000000
88.00000000,2013.58333330,16.90000000,4066.58700000,0.00000000,24.94297000,121.50342000,18.30000000
89.00000000,2012.91666670,8.90000000,1406.43000000,0.00000000,24.98573000,121.52758000,48.00000000
90.00000000,2013.50000000,23.00000000,3947.94500000,0.00000000,24.94783000,121.50243000,25.30000000
91.00000000,2012.83333330,0.00000000,274.01440000,1.00000000,24.97480000,121.53059000,45.40000000
92.00000000,2013.25000000,9.10000000,1402.01600000,0.00000000,24.98569000,121.52760000,43.20000000
93.00000000,2012.91666670,20.60000000,2469.64500000,4.00000000,24.96108000,121.51046000,21.80000000
94.00000000,2012.91666670,31.90000000,1146.32900000,0.00000000,24.94920000,121.53076000,16.10000000
95.00000000,2012.91666670,40.90000000,167.59890000,5.00000000,24.96630000,121.54026000,41.00000000
96.00000000,2012.91666670,8.00000000,104.81010000,5.00000000,24.96674000,121.54067000,51.80000000
97.00000000,2013.41666670,6.40000000,90.45606000,9.00000000,24.97433000,121.54310000,59.50000000
98.00000000,2013.08333330,28.40000000,617.44240000,3.00000000,24.97746000,121.53299000,34.60000000
99.00000000,2013.41666670,16.40000000,289.32480000,5.00000000,24.98203000,121.54348000,51.00000000
100.00000000,2013.41666670,6.40000000,90.45606000,9.00000000,24.97433000,121.54310000,62.20000000
101.00000000,2013.50000000,17.50000000,964.74960000,4.00000000,24.98872000,121.53411000,38.20000000
102.00000000,2012.83333330,12.70000000,170.12890000,1.00000000,24.97371000,121.52984000,32.90000000
103.00000000,2013.08333330,1.10000000,193.58450000,6.00000000,24.96571000,121.54089000,54.40000000
104.00000000,2012.75000000,0.00000000,208.39050000,6.00000000,24.95618000,121.53844000,45.70000000
105.00000000,2012.66666670,32.70000000,392.44590000,6.00000000,24.96398000,121.54250000,30.50000000
106.00000000,2012.83333330,0.00000000,292.99780000,6.00000000,24.97744000,121.54458000,71.00000000
107.00000000,2013.08333330,17.20000000,189.51810000,8.00000000,24.97707000,121.54308000,47.10000000
108.00000000,2013.33333330,12.20000000,1360.13900000,1.00000000,24.95204000,121.54842000,26.60000000
109.00000000,2013.41666670,31.40000000,592.50060000,2.00000000,24.97260000,121.53561000,34.10000000
110.00000000,2013.58333330,4.00000000,2147.37600000,3.00000000,24.96299000,121.51284000,28.40000000
111.00000000,2013.08333330,8.10000000,104.81010000,5.00000000,24.96674000,121.54067000,51.60000000
112.00000000,2013.58333330,33.30000000,196.61720000,7.00000000,24.97701000,121.54224000,39.40000000
113.00000000,2013.41666670,9.90000000,2102.42700000,3.00000000,24.96044000,121.51462000,23.10000000
114.00000000,2013.33333330,14.80000000,393.26060000,6.00000000,24.96172000,121.53812000,7.60000000
115.00000000,2012.66666670,30.60000000,143.83830000,8.00000000,24.98155000,121.54142000,53.30000000
116.00000000,2013.08333330,20.60000000,737.91610000,2.00000000,24.98092000,121.54739000,46.40000000
117.00000000,2013.00000000,30.90000000,6396.28300000,1.00000000,24.94375000,121.47883000,12.20000000
118.00000000,2013.00000000,13.60000000,4197.34900000,0.00000000,24.93885000,121.50383000,13.00000000
119.00000000,2013.50000000,25.30000000,1583.72200000,3.00000000,24.96622000,121.51709000,30.60000000
120.00000000,2013.50000000,16.60000000,289.32480000,5.00000000,24.98203000,121.54348000,59.60000000
121.00000000,2013.16666670,13.30000000,492.23130000,5.00000000,24.96515000,121.53737000,31.30000000
122.00000000,2013.50000000,13.60000000,492.23130000,5.00000000,24.96515000,121.53737000,48.00000000
123.00000000,2013.25000000,31.50000000,414.94760000,4.00000000,24.98199000,121.54464000,32.50000000
124.00000000,2013.41666670,0.00000000,185.42960000,0.00000000,24.97110000,121.53170000,45.50000000
125.00000000,2012.91666670,9.90000000,279.17260000,7.00000000,24.97528000,121.54541000,57.40000000
126.00000000,2013.16666670,1.10000000,193.58450000,6.00000000,24.96571000,121.54089000,48.60000000
127.00000000,2013.08333330,38.60000000,804.68970000,4.00000000,24.97838000,121.53477000,62.90000000
128.00000000,2013.25000000,3.80000000,383.86240000,5.00000000,24.98085000,121.54391000,55.00000000
129.00000000,2013.08333330,41.30000000,124.99120000,6.00000000,24.96674000,121.54039000,60.70000000
130.00000000,2013.41666670,38.50000000,216.83290000,7.00000000,24.98086000,121.54162000,41.00000000
131.00000000,2013.25000000,29.60000000,535.52700000,8.00000000,24.98092000,121.53653000,37.50000000
132.00000000,2013.50000000,4.00000000,2147.37600000,3.00000000,24.96299000,121.51284000,30.70000000
133.00000000,2013.16666670,26.60000000,482.75810000,5.00000000,24.97433000,121.53863000,37.50000000
134.00000000,2012.83333330,18.00000000,373.39370000,8.00000000,24.98660000,121.54082000,39.50000000
135.00000000,2012.66666670,33.40000000,186.96860000,6.00000000,24.96604000,121.54211000,42.20000000
136.00000000,2012.91666670,18.90000000,1009.23500000,0.00000000,24.96357000,121.54951000,20.80000000
137.00000000,2012.75000000,11.40000000,390.56840000,5.00000000,24.97937000,121.54245000,46.80000000
138.00000000,2013.50000000,13.60000000,319.07080000,6.00000000,24.96495000,121.54277000,47.40000000
139.00000000,2013.16666670,10.00000000,942.46640000,0.00000000,24.97843000,121.52406000,43.50000000
140.00000000,2012.66666670,12.90000000,492.23130000,5.00000000,24.96515000,121.53737000,42.50000000
141.00000000,2013.25000000,16.20000000,289.32480000,5.00000000,24.98203000,121.54348000,51.40000000
142.00000000,2013.33333330,5.10000000,1559.82700000,3.00000000,24.97213000,121.51627000,28.90000000
143.00000000,2013.41666670,19.80000000,640.60710000,5.00000000,24.97017000,121.54647000,37.50000000
144.00000000,2013.50000000,13.60000000,492.23130000,5.00000000,24.96515000,121.53737000,40.10000000
145.00000000,2013.08333330,11.90000000,1360.13900000,1.00000000,24.95204000,121.54842000,28.40000000
146.00000000,2012.91666670,2.10000000,451.24380000,5.00000000,24.97563000,121.54694000,45.50000000
147.00000000,2012.75000000,0.00000000,185.42960000,0.00000000,24.97110000,121.53170000,52.20000000
148.00000000,2012.75000000,3.20000000,489.88210000,8.00000000,24.97017000,121.54494000,43.20000000
149.00000000,2013.50000000,16.40000000,3780.59000000,0.00000000,24.93293000,121.51203000,45.10000000
150.00000000,2012.66666670,34.90000000,179.45380000,8.00000000,24.97349000,121.54245000,39.70000000
151.00000000,2013.25000000,35.80000000,170.73110000,7.00000000,24.96719000,121.54269000,48.50000000
152.00000000,2013.50000000,4.90000000,387.77210000,9.00000000,24.98118000,121.53788000,44.70000000
153.00000000,2013.33333330,12.00000000,1360.13900000,1.00000000,24.95204000,121.54842000,28.90000000
154.00000000,2013.25000000,6.50000000,376.17090000,6.00000000,24.95418000,121.53713000,40.90000000
155.00000000,2013.50000000,16.90000000,4066.58700000,0.00000000,24.94297000,121.50342000,20.70000000
156.00000000,2013.16666670,13.80000000,4082.01500000,0.00000000,24.94155000,121.50381000,15.60000000
157.00000000,2013.58333330,30.70000000,1264.73000000,0.00000000,24.94883000,121.52954000,18.30000000
158.00000000,2013.25000000,16.10000000,815.93140000,4.00000000,24.97886000,121.53464000,35.60000000
159.00000000,2013.00000000,11.60000000,390.56840000,5.00000000,24.97937000,121.54245000,39.40000000
160.00000000,2012.66666670,15.50000000,815.93140000,4.00000000,24.97886000,121.53464000,37.40000000
161.00000000,2012.91666670,3.50000000,49.66105000,8.00000000,24.95836000,121.53756000,57.80000000
162.00000000,2013.41666670,19.20000000,616.40040000,3.00000000,24.97723000,121.53767000,39.60000000
163.00000000,2012.75000000,16.00000000,4066.58700000,0.00000000,24.94297000,121.50342000,11.60000000
164.00000000,2013.50000000,8.50000000,104.81010000,5.00000000,24.96674000,121.54067000,55.50000000
165.00000000,2012.83333330,0.00000000,185.42960000,0.00000000,24.97110000,121.53170000,55.20000000
166.00000000,2012.91666670,13.70000000,1236.56400000,1.00000000,24.97694000,121.55391000,30.60000000
167.00000000,2013.41666670,0.00000000,292.99780000,6.00000000,24.97744000,121.54458000,73.60000000
168.00000000,2013.41666670,28.20000000,330.08540000,8.00000000,24.97408000,121.54011000,43.40000000
169.00000000,2013.08333330,27.60000000,515.11220000,5.00000000,24.96299000,121.54320000,37.40000000
170.00000000,2013.41666670,8.40000000,1962.62800000,1.00000000,24.95468000,121.55481000,23.50000000
171.00000000,2013.33333330,24.00000000,4527.68700000,0.00000000,24.94741000,121.49628000,14.40000000
172.00000000,2013.08333330,3.60000000,383.86240000,5.00000000,24.98085000,121.54391000,58.80000000
173.00000000,2013.58333330,6.60000000,90.45606000,9.00000000,24.97433000,121.54310000,58.10000000
174.00000000,2013.08333330,41.30000000,401.88070000,4.00000000,24.98326000,121.54460000,35.10000000
175.00000000,2013.41666670,4.30000000,432.03850000,7.00000000,24.98050000,121.53778000,45.20000000
176.00000000,2013.08333330,30.20000000,472.17450000,3.00000000,24.97005000,121.53758000,36.50000000
177.00000000,2012.83333330,13.90000000,4573.77900000,0.00000000,24.94867000,121.49507000,19.20000000
178.00000000,2013.08333330,33.00000000,181.07660000,9.00000000,24.97697000,121.54262000,42.00000000
179.00000000,2013.50000000,13.10000000,1144.43600000,4.00000000,24.99176000,121.53456000,36.70000000
180.00000000,2013.08333330,14.00000000,438.85130000,1.00000000,24.97493000,121.52730000,42.60000000
181.00000000,2012.66666670,26.90000000,4449.27000000,0.00000000,24.94898000,121.49621000,15.50000000
182.00000000,2013.16666670,11.60000000,201.89390000,8.00000000,24.98489000,121.54121000,55.90000000
183.00000000,2013.50000000,13.50000000,2147.37600000,3.00000000,24.96299000,121.51284000,23.60000000
184.00000000,2013.50000000,17.00000000,4082.01500000,0.00000000,24.94155000,121.50381000,18.80000000
185.00000000,2012.75000000,14.10000000,2615.46500000,0.00000000,24.95495000,121.56174000,21.80000000
186.00000000,2012.75000000,31.40000000,1447.28600000,3.00000000,24.97285000,121.51730000,21.50000000
187.00000000,2013.16666670,20.90000000,2185.12800000,3.00000000,24.96322000,121.51237000,25.70000000
188.00000000,2013.00000000,8.90000000,3078.17600000,0.00000000,24.95464000,121.56627000,22.00000000
189.00000000,2012.91666670,34.80000000,190.03920000,8.00000000,24.97707000,121.54312000,44.30000000
190.00000000,2012.91666670,16.30000000,4066.58700000,0.00000000,24.94297000,121.50342000,20.50000000
191.00000000,2013.50000000,35.30000000,616.57350000,8.00000000,24.97945000,121.53642000,42.30000000
192.00000000,2013.16666670,13.20000000,750.07040000,2.00000000,24.97371000,121.54951000,37.80000000
193.00000000,2013.16666670,43.80000000,57.58945000,7.00000000,24.96750000,121.54069000,42.70000000
194.00000000,2013.41666670,9.70000000,421.47900000,5.00000000,24.98246000,121.54477000,49.30000000
195.00000000,2013.50000000,15.20000000,3771.89500000,0.00000000,24.93363000,121.51158000,29.30000000
196.00000000,2013.33333330,15.20000000,461.10160000,5.00000000,24.95425000,121.53990000,34.60000000
197.00000000,2013.00000000,22.80000000,707.90670000,2.00000000,24.98100000,121.54713000,36.60000000
198.00000000,2013.25000000,34.40000000,126.72860000,8.00000000,24.96881000,121.54089000,48.20000000
199.00000000,2013.08333330,34.00000000,157.60520000,7.00000000,24.96628000,121.54196000,39.10000000
200.00000000,2013.41666670,18.20000000,451.64190000,8.00000000,24.96945000,121.54490000,31.60000000
201.00000000,2013.41666670,17.40000000,995.75540000,0.00000000,24.96305000,121.54915000,25.50000000
202.00000000,2013.41666670,13.10000000,561.98450000,5.00000000,24.98746000,121.54391000,45.90000000
203.00000000,2012.91666670,38.30000000,642.69850000,3.00000000,24.97559000,121.53713000,31.50000000
204.00000000,2012.66666670,15.60000000,289.32480000,5.00000000,24.98203000,121.54348000,46.10000000
205.00000000,2013.00000000,18.00000000,1414.83700000,1.00000000,24.95182000,121.54887000,26.60000000
206.00000000,2013.08333330,12.80000000,1449.72200000,3.00000000,24.97289000,121.51728000,21.40000000
207.00000000,2013.25000000,22.20000000,379.55750000,10.00000000,24.98343000,121.53762000,44.00000000
208.00000000,2013.08333330,38.50000000,665.06360000,3.00000000,24.97503000,121.53692000,34.20000000
209.00000000,2012.75000000,11.50000000,1360.13900000,1.00000000,24.95204000,121.54842000,26.20000000
210.00000000,2012.83333330,34.80000000,175.62940000,8.00000000,24.97347000,121.54271000,40.90000000
211.00000000,2013.50000000,5.20000000,390.56840000,5.00000000,24.97937000,121.54245000,52.20000000
212.00000000,2013.08333330,0.00000000,274.01440000,1.00000000,24.97480000,121.53059000,43.50000000
213.00000000,2013.33333330,17.60000000,1805.66500000,2.00000000,24.98672000,121.52091000,31.10000000
214.00000000,2013.08333330,6.20000000,90.45606000,9.00000000,24.97433000,121.54310000,58.00000000
215.00000000,2013.58333330,18.10000000,1783.18000000,3.00000000,24.96731000,121.51486000,20.90000000
216.00000000,2013.33333330,19.20000000,383.71290000,8.00000000,24.97200000,121.54477000,48.10000000
217.00000000,2013.25000000,37.80000000,590.92920000,1.00000000,24.97153000,121.53559000,39.70000000
218.00000000,2012.91666670,28.00000000,372.62420000,6.00000000,24.97838000,121.54119000,40.80000000
219.00000000,2013.41666670,13.60000000,492.23130000,5.00000000,24.96515000,121.53737000,43.80000000
220.00000000,2012.75000000,29.30000000,529.77710000,8.00000000,24.98102000,121.53655000,40.20000000
221.00000000,2013.33333330,37.20000000,186.51010000,9.00000000,24.97703000,121.54265000,78.30000000
222.00000000,2013.33333330,9.00000000,1402.01600000,0.00000000,24.98569000,121.52760000,38.50000000
223.00000000,2013.58333330,30.60000000,431.11140000,10.00000000,24.98123000,121.53743000,48.50000000
224.00000000,2013.25000000,9.10000000,1402.01600000,0.00000000,24.98569000,121.52760000,42.30000000
225.00000000,2013.33333330,34.50000000,324.94190000,6.00000000,24.97814000,121.54170000,46.00000000
226.00000000,2013.25000000,1.10000000,193.58450000,6.00000000,24.96571000,121.54089000,49.00000000
227.00000000,2013.00000000,16.50000000,4082.01500000,0.00000000,24.94155000,121.50381000,12.80000000
228.00000000,2012.91666670,32.40000000,265.06090000,8.00000000,24.98059000,121.53986000,40.20000000
229.00000000,2013.41666670,11.90000000,3171.32900000,0.00000000,25.00115000,121.51776000,46.60000000
230.00000000,2013.58333330,31.00000000,1156.41200000,0.00000000,24.94890000,121.53095000,19.00000000
231.00000000,2013.50000000,4.00000000,2147.37600000,3.00000000,24.96299000,121.51284000,33.40000000
232.00000000,2012.83333330,16.20000000,4074.73600000,0.00000000,24.94235000,121.50357000,14.70000000
233.00000000,2012.91666670,27.10000000,4412.76500000,1.00000000,24.95032000,121.49587000,17.40000000
234.00000000,2013.33333330,39.70000000,333.36790000,9.00000000,24.98016000,121.53932000,32.40000000
235.00000000,2013.25000000,8.00000000,2216.61200000,4.00000000,24.96007000,121.51361000,23.90000000
236.00000000,2012.75000000,12.90000000,250.63100000,7.00000000,24.96606000,121.54297000,39.30000000
237.00000000,2013.16666670,3.60000000,373.83890000,10.00000000,24.98322000,121.53765000,61.90000000
238.00000000,2013.16666670,13.00000000,732.85280000,0.00000000,24.97668000,121.52518000,39.00000000
239.00000000,2013.08333330,12.80000000,732.85280000,0.00000000,24.97668000,121.52518000,40.60000000
240.00000000,2013.50000000,18.10000000,837.72330000,0.00000000,24.96334000,121.54767000,29.70000000
241.00000000,2013.08333330,11.00000000,1712.63200000,2.00000000,24.96412000,121.51670000,28.80000000
242.00000000,2013.50000000,13.70000000,250.63100000,7.00000000,24.96606000,121.54297000,41.40000000
243.00000000,2012.83333330,2.00000000,2077.39000000,3.00000000,24.96357000,121.51329000,33.40000000
244.00000000,2013.41666670,32.80000000,204.17050000,8.00000000,24.98236000,121.53923000,48.20000000
245.00000000,2013.08333330,4.80000000,1559.82700000,3.00000000,24.97213000,121.51627000,21.70000000
246.00000000,2013.41666670,7.50000000,639.61980000,5.00000000,24.97258000,121.54814000,40.80000000
247.00000000,2013.41666670,16.40000000,389.82190000,6.00000000,24.96412000,121.54273000,40.60000000
248.00000000,2013.33333330,21.70000000,1055.06700000,0.00000000,24.96211000,121.54928000,23.10000000
249.00000000,2013.00000000,19.00000000,1009.23500000,0.00000000,24.96357000,121.54951000,22.30000000
250.00000000,2012.83333330,18.00000000,6306.15300000,1.00000000,24.95743000,121.47516000,15.00000000
251.00000000,2013.16666670,39.20000000,424.71320000,7.00000000,24.97429000,121.53917000,30.00000000
252.00000000,2012.91666670,31.70000000,1159.45400000,0.00000000,24.94960000,121.53018000,13.80000000
253.00000000,2012.83333330,5.90000000,90.45606000,9.00000000,24.97433000,121.54310000,52.70000000
254.00000000,2012.66666670,30.40000000,1735.59500000,2.00000000,24.96464000,121.51623000,25.90000000
255.00000000,2012.66666670,1.10000000,329.97470000,5.00000000,24.98254000,121.54395000,51.80000000
256.00000000,2013.41666670,31.50000000,5512.03800000,1.00000000,24.95095000,121.48458000,17.40000000
257.00000000,2012.66666670,14.60000000,339.22890000,1.00000000,24.97519000,121.53151000,26.50000000
258.00000000,2013.25000000,17.30000000,444.13340000,1.00000000,24.97501000,121.52730000,43.90000000
259.00000000,2013.41666670,0.00000000,292.99780000,6.00000000,24.97744000,121.54458000,63.30000000
260.00000000,2013.08333330,17.70000000,837.72330000,0.00000000,24.96334000,121.54767000,28.80000000
261.00000000,2013.25000000,17.00000000,1485.09700000,4.00000000,24.97073000,121.51700000,30.70000000
262.00000000,2013.16666670,16.20000000,2288.01100000,3.00000000,24.95885000,121.51359000,24.40000000
263.00000000,2012.91666670,15.90000000,289.32480000,5.00000000,24.98203000,121.54348000,53.00000000
264.00000000,2013.41666670,3.90000000,2147.37600000,3.00000000,24.96299000,121.51284000,31.70000000
265.00000000,2013.16666670,32.60000000,493.65700000,7.00000000,24.96968000,121.54522000,40.60000000
266.00000000,2012.83333330,15.70000000,815.93140000,4.00000000,24.97886000,121.53464000,38.10000000
267.00000000,2013.25000000,17.80000000,1783.18000000,3.00000000,24.96731000,121.51486000,23.70000000
268.00000000,2012.83333330,34.70000000,482.75810000,5.00000000,24.97433000,121.53863000,41.10000000
269.00000000,2013.41666670,17.20000000,390.56840000,5.00000000,24.97937000,121.54245000,40.10000000
270.00000000,2013.00000000,17.60000000,837.72330000,0.00000000,24.96334000,121.54767000,23.00000000
271.00000000,2013.33333330,10.80000000,252.58220000,1.00000000,24.97460000,121.53046000,117.50000000
272.00000000,2012.91666670,17.70000000,451.64190000,8.00000000,24.96945000,121.54490000,26.50000000
273.00000000,2012.75000000,13.00000000,492.23130000,5.00000000,24.96515000,121.53737000,40.50000000
274.00000000,2013.41666670,13.20000000,170.12890000,1.00000000,24.97371000,121.52984000,29.30000000
275.00000000,2013.16666670,27.50000000,394.01730000,7.00000000,24.97305000,121.53994000,41.00000000
276.00000000,2012.66666670,1.50000000,23.38284000,7.00000000,24.96772000,121.54102000,49.70000000
277.00000000,2013.00000000,19.10000000,461.10160000,5.00000000,24.95425000,121.53990000,34.00000000
278.00000000,2013.41666670,21.20000000,2185.12800000,3.00000000,24.96322000,121.51237000,27.70000000
279.00000000,2012.75000000,0.00000000,208.39050000,6.00000000,24.95618000,121.53844000,44.00000000
280.00000000,2013.41666670,2.60000000,1554.25000000,3.00000000,24.97026000,121.51642000,31.10000000
281.00000000,2013.25000000,2.30000000,184.33020000,6.00000000,24.96581000,121.54086000,45.40000000
